aircraft,system,cycle,value,source
DEMO-006,hydraulic,55,2.144,synthetic-v1
DEMO-006,hydraulic,56,2.181,synthetic-v1
DEMO-006,hydraulic,57,2.201,synthetic-v1
DEMO-006,hydraulic,58,2.211,synthetic-v1
DEMO-006,hydraulic,59,2.221,synthetic-v1
DEMO-006,hydraulic,60,2.244,synthetic-v1
DEMO-006,pack,1,2.913,synthetic-v1
DEMO-006,pack,2,2.98,synthetic-v1
DEMO-006,pack,3,3.003,synthetic-v1
DEMO-006,pack,4,2.994,synthetic-v1
DEMO-006,pack,5,2.977,synthetic-v1
DEMO-006,pack,6,2.984,synthetic-v1
DEMO-006,pack,7,3.032,synthetic-v1
DEMO-006,pack,8,3.121,synthetic-v1
DEMO-006,pack,9,3.228,synthetic-v1
DEMO-006,pack,10,3.324,synthetic-v1
DEMO-006,pack,11,3.384,synthetic-v1
DEMO-006,pack,12,3.402,synthetic-v1
DEMO-006,pack,13,3.389,synthetic-v1
DEMO-006,pack,14,3.374,synthetic-v1
DEMO-006,pack,15,3.387,synthetic-v1
DEMO-006,pack,16,3.442,synthetic-v1
DEMO-006,pack,17,3.534,synthetic-v1
DEMO-006,pack,18,3.642,synthetic-v1
DEMO-006,pack,19,3.734,synthetic-v1
DEMO-006,pack,20,3.788,synthetic-v1
DEMO-006,pack,21,3.799,synthetic-v1
DEMO-006,pack,22,3.784,synthetic-v1
DEMO-006,pack,23,3.772,synthetic-v1
DEMO-006,pack,24,3.79,synthetic-v1
DEMO-006,pack,25,3.852,synthetic-v1
DEMO-006,pack,26,3.949,synthetic-v1
DEMO-006,pack,27,4.056,synthetic-v1
DEMO-006,pack,28,4.143,synthetic-v1
DEMO-006,pack,29,4.19,synthetic-v1
DEMO-006,pack,30,4.196,synthetic-v1
DEMO-006,pack,31,4.18,synthetic-v1
DEMO-006,pack,32,4.171,synthetic-v1
DEMO-006,pack,33,4.195,synthetic-v1
DEMO-006,pack,34,4.263,synthetic-v1
DEMO-006,pack,35,4.363,synthetic-v1
DEMO-006,pack,36,4.469,synthetic-v1
DEMO-006,pack,37,4.551,synthetic-v1
DEMO-006,pack,38,4.592,synthetic-v1
DEMO-006,pack,39,4.593,synthetic-v1
DEMO-006,pack,40,4.575,synthetic-v1
DEMO-006,pack,41,4.57,synthetic-v1
DEMO-006,pack,42,4.601,synthetic-v1
DEMO-006,pack,43,4.675,synthetic-v1
DEMO-006,pack,44,4.778,synthetic-v1
DEMO-006,pack,45,4.882,synthetic-v1
DEMO-006,pack,46,4.959,synthetic-v1
DEMO-006,pack,47,4.992,synthetic-v1
DEMO-006,pack,48,4.989,synthetic-v1
DEMO-006,pack,49,4.971,synthetic-v1
DEMO-006,pack,50,4.97,synthetic-v1
DEMO-006,pack,51,5.007,synthetic-v1
DEMO-006,pack,52,5.087,synthetic-v1
DEMO-006,pack,53,5.192,synthetic-v1
DEMO-006,pack,54,5.294,synthetic-v1
DEMO-006,pack,55,5.365,synthetic-v1
DEMO-006,pack,56,5.392,synthetic-v1
DEMO-006,pack,57,5.385,synthetic-v1
DEMO-006,pack,58,5.368,synthetic-v1
DEMO-006,pack,59,5.371,synthetic-v1
DEMO-006,pack,60,5.415,synthetic-v1
DEMO-006,actuator,1,248.84,synthetic-v1
DEMO-006,actuator,2,250.482,synthetic-v1
DEMO-006,actuator,3,251.349,synthetic-v1
DEMO-006,actuator,4,252.202,synthetic-v1
DEMO-006,actuator,5,253.809,synthetic-v1
DEMO-006,actuator,6,256.576,synthetic-v1
DEMO-006,actuator,7,260.346,synthetic-v1
DEMO-006,actuator,8,264.477,synthetic-v1
DEMO-006,actuator,9,268.155,synthetic-v1
DEMO-006,actuator,10,270.782,synthetic-v1
DEMO-006,actuator,11,272.27,synthetic-v1
DEMO-006,actuator,12,273.081,synthetic-v1
DEMO-006,actuator,13,274.004,synthetic-v1
DEMO-006,actuator,14,275.773,synthetic-v1
DEMO-006,actuator,15,278.715,synthetic-v1
DEMO-006,actuator,16,282.588,synthetic-v1
DEMO-006,actuator,17,286.702,synthetic-v1
DEMO-006,actuator,18,290.25,synthetic-v1
DEMO-006,actuator,19,292.697,synthetic-v1
DEMO-006,actuator,20,294.042,synthetic-v1
DEMO-006,actuator,21,294.816,synthetic-v1
DEMO-006,actuator,22,295.825,synthetic-v1
DEMO-006,actuator,23,297.764,synthetic-v1
DEMO-006,actuator,24,300.875,synthetic-v1
DEMO-006,actuator,25,304.836,synthetic-v1
DEMO-006,actuator,26,308.914,synthetic-v1
DEMO-006,actuator,27,312.319,synthetic-v1
DEMO-006,actuator,28,314.586,synthetic-v1
DEMO-006,actuator,29,315.8,synthetic-v1
DEMO-006,actuator,30,316.556,synthetic-v1
DEMO-006,actuator,31,317.669,synthetic-v1
DEMO-006,actuator,32,319.782,synthetic-v1
DEMO-006,actuator,33,323.055,synthetic-v1
DEMO-006,actuator,34,327.087,synthetic-v1
DEMO-006,actuator,35,331.11,synthetic-v1
DEMO-006,actuator,36,334.361,synthetic-v1
DEMO-006,actuator,37,336.45,synthetic-v1
DEMO-006,actuator,38,337.548,synthetic-v1
DEMO-006,actuator,39,338.305,synthetic-v1
DEMO-006,actuator,40,339.537,synthetic-v1
DEMO-006,actuator,41,341.828,synthetic-v1
DEMO-006,actuator,42,345.253,synthetic-v1
DEMO-006,actuator,43,349.337,synthetic-v1
DEMO-006,actuator,44,353.287,synthetic-v1
DEMO-006,actuator,45,356.376,synthetic-v1
DEMO-006,actuator,46,358.291,synthetic-v1
DEMO-006,actuator,47,359.288,synthetic-v1
DEMO-006,actuator,48,360.065,synthetic-v1
DEMO-006,actuator,49,361.429,synthetic-v1
DEMO-006,actuator,50,363.901,synthetic-v1
DEMO-006,actuator,51,367.467,synthetic-v1
DEMO-006,actuator,52,371.584,synthetic-v1
DEMO-006,actuator,53,375.445,synthetic-v1
DEMO-006,actuator,54,378.363,synthetic-v1
DEMO-006,actuator,55,380.11,synthetic-v1
DEMO-006,actuator,56,381.022,synthetic-v1
DEMO-006,actuator,57,381.839,synthetic-v1
DEMO-006,actuator,58,383.348,synthetic-v1
DEMO-006,actuator,59,385.999,synthetic-v1
DEMO-006,actuator,60,389.693,synthetic-v1
DEMO-007,apu,1,30.293,synthetic-v1
DEMO-007,apu,2,30.768,synthetic-v1
DEMO-007,apu,3,31.172,synthetic-v1
DEMO-007,apu,4,31.451,synthetic-v1
DEMO-007,apu,5,31.61,synthetic-v1
DEMO-007,apu,6,31.714,synthetic-v1
DEMO-007,apu,7,31.853,synthetic-v1
DEMO-007,apu,8,32.1,synthetic-v1
DEMO-007,apu,9,32.476,synthetic-v1
DEMO-007,apu,10,32.941,synthetic-v1
DEMO-007,apu,11,33.41,synthetic-v1
DEMO-007,apu,12,33.797,synthetic-v1
DEMO-007,apu,13,34.056,synthetic-v1
DEMO-007,apu,14,34.203,synthetic-v1
DEMO-007,apu,15,34.306,synthetic-v1
DEMO-007,apu,16,34.457,synthetic-v1
DEMO-007,apu,17,34.724,synthetic-v1
DEMO-007,apu,18,35.118,synthetic-v1
DEMO-007,apu,19,35.589,synthetic-v1
DEMO-007,apu,20,36.051,synthetic-v1
DEMO-007,apu,21,36.42,synthetic-v1
DEMO-007,apu,22,36.66,synthetic-v1
DEMO-007,apu,23,36.794,synthetic-v1
DEMO-007,apu,24,36.899,synthetic-v1
DEMO-007,apu,25,37.064,synthetic-v1
DEMO-007,apu,26,37.351,synthetic-v1
DEMO-007,apu,27,37.761,synthetic-v1
DEMO-007,apu,28,38.237,synthetic-v1
DEMO-007,apu,29,38.689,synthetic-v1
DEMO-007,apu,30,39.04,synthetic-v1
DEMO-007,apu,31,39.26,synthetic-v1
DEMO-007,apu,32,39.385,synthetic-v1
DEMO-007,apu,33,39.493,synthetic-v1
DEMO-007,apu,34,39.674,synthetic-v1
DEMO-007,apu,35,39.981,synthetic-v1
DEMO-007,apu,36,40.405,synthetic-v1
DEMO-007,apu,37,40.884,synthetic-v1
DEMO-007,apu,38,41.325,synthetic-v1
DEMO-007,apu,39,41.656,synthetic-v1
DEMO-007,apu,40,41.859,synthetic-v1
DEMO-007,apu,41,41.975,synthetic-v1
DEMO-007,apu,42,42.089,synthetic-v1
DEMO-007,apu,43,42.287,synthetic-v1
DEMO-007,apu,44,42.613,synthetic-v1
DEMO-007,apu,45,43.051,synthetic-v1
DEMO-007,apu,46,43.53,synthetic-v1
DEMO-007,apu,47,43.958,synthetic-v1
DEMO-007,apu,48,44.27,synthetic-v1
DEMO-007,apu,49,44.455,synthetic-v1
DEMO-007,apu,50,44.565,synthetic-v1
DEMO-007,apu,51,44.687,synthetic-v1
DEMO-007,apu,52,44.902,synthetic-v1
DEMO-007,apu,53,45.248,synthetic-v1
DEMO-007,apu,54,45.698,synthetic-v1
DEMO-007,apu,55,46.175,synthetic-v1
DEMO-007,apu,56,46.589,synthetic-v1
DEMO-007,apu,57,46.881,synthetic-v1
DEMO-007,apu,58,47.05,synthetic-v1
DEMO-007,apu,59,47.155,synthetic-v1
DEMO-007,apu,60,47.287,synthetic-v1
DEMO-007,brakes,1,7.724,synthetic-v1
DEMO-007,brakes,2,7.83,synthetic-v1
DEMO-007,brakes,3,7.884,synthetic-v1
DEMO-007,brakes,4,7.894,synthetic-v1
DEMO-007,brakes,5,7.889,synthetic-v1
DEMO-007,brakes,6,7.904,synthetic-v1
DEMO-007,brakes,7,7.967,synthetic-v1
DEMO-007,brakes,8,8.08,synthetic-v1
DEMO-007,brakes,9,8.222,synthetic-v1
DEMO-007,brakes,10,8.359,synthetic-v1
DEMO-007,brakes,11,8.457,synthetic-v1
DEMO-007,brakes,12,8.504,synthetic-v1
DEMO-007,brakes,13,8.51,synthetic-v1
DEMO-007,brakes,14,8.505,synthetic-v1
DEMO-007,brakes,15,8.526,synthetic-v1
DEMO-007,brakes,16,8.597,synthetic-v1
DEMO-007,brakes,17,8.716,synthetic-v1
DEMO-007,brakes,18,8.86,synthetic-v1
DEMO-007,brakes,19,8.993,synthetic-v1
DEMO-007,brakes,20,9.084,synthetic-v1
DEMO-007,brakes,21,9.123,synthetic-v1
DEMO-007,brakes,22,9.125,synthetic-v1
DEMO-007,brakes,23,9.122,synthetic-v1
DEMO-007,brakes,24,9.149,synthetic-v1
DEMO-007,brakes,25,9.228,synthetic-v1
DEMO-007,brakes,26,9.353,synthetic-v1
DEMO-007,brakes,27,9.497,synthetic-v1
DEMO-007,brakes,28,9.625,synthetic-v1
DEMO-007,brakes,29,9.709,synthetic-v1
DEMO-007,brakes,30,9.741,synthetic-v1
DEMO-007,brakes,31,9.74,synthetic-v1
DEMO-007,brakes,32,9.739,synthetic-v1
DEMO-007,brakes,33,9.774,synthetic-v1
DEMO-007,brakes,34,9.86,synthetic-v1
DEMO-007,brakes,35,9.99,synthetic-v1
DEMO-007,brakes,36,10.134,synthetic-v1
DEMO-007,brakes,37,10.257,synthetic-v1
DEMO-007,brakes,38,10.333,synthetic-v1
DEMO-007,brakes,39,10.358,synthetic-v1
DEMO-007,brakes,40,10.354,synthetic-v1
DEMO-007,brakes,41,10.357,synthetic-v1
DEMO-007,brakes,42,10.399,synthetic-v1
DEMO-007,brakes,43,10.493,synthetic-v1
DEMO-007,brakes,44,10.627,synthetic-v1
DEMO-007,brakes,45,10.771,synthetic-v1
DEMO-007,brakes,46,10.888,synthetic-v1
DEMO-007,brakes,47,10.955,synthetic-v1
DEMO-007,brakes,48,10.974,synthetic-v1
DEMO-007,brakes,49,10.97,synthetic-v1
DEMO-007,brakes,50,10.977,synthetic-v1
DEMO-007,brakes,51,11.026,synthetic-v1
DEMO-007,brakes,52,11.127,synthetic-v1
DEMO-007,brakes,53,11.265,synthetic-v1
DEMO-007,brakes,54,11.407,synthetic-v1
DEMO-007,brakes,55,11.517,synthetic-v1
DEMO-007,brakes,56,11.577,synthetic-v1
DEMO-007,brakes,57,11.59,synthetic-v1
DEMO-007,brakes,58,11.585,synthetic-v1
DEMO-007,brakes,59,11.597,synthetic-v1
DEMO-007,brakes,60,11.654,synthetic-v1
DEMO-007,hydraulic,1,1.0,synthetic-v1
DEMO-007,hydraulic,2,1.0,synthetic-v1
DEMO-007,hydraulic,3,1.0,synthetic-v1
DEMO-007,hydraulic,4,1.0,synthetic-v1
DEMO-007,hydraulic,5,1.0,synthetic-v1
DEMO-007,hydraulic,6,1.0,synthetic-v1
DEMO-007,hydraulic,7,1.0,synthetic-v1
DEMO-007,hydraulic,8,1.0,synthetic-v1
DEMO-007,hydraulic,9,1.0,synthetic-v1
DEMO-007,hydraulic,10,1.0,synthetic-v1
DEMO-007,hydraulic,11,1.0,synthetic-v1
DEMO-007,hydraulic,12,1.0,synthetic-v1
DEMO-007,hydraulic,13,1.006,synthetic-v1
DEMO-007,hydraulic,14,1.026,synthetic-v1
DEMO-007,hydraulic,15,1.061,synthetic-v1
DEMO-007,hydraulic,16,1.113,synthetic-v1
DEMO-007,hydraulic,17,1.178,synthetic-v1
DEMO-007,hydraulic,18,1.243,synthetic-v1
DEMO-007,hydraulic,19,1.298,synthetic-v1
DEMO-007,hydraulic,20,1.336,synthetic-v1
DEMO-007,hydraulic,21,1.358,synthetic-v1
DEMO-007,hydraulic,22,1.375,synthetic-v1
DEMO-007,hydraulic,23,1.397,synthetic-v1
DEMO-007,hydraulic,24,1.434,synthetic-v1
DEMO-007,hydraulic,25,1.489,synthetic-v1
DEMO-007,hydraulic,26,1.554,synthetic-v1
DEMO-007,hydraulic,27,1.618,synthetic-v1
DEMO-007,hydraulic,28,1.671,synthetic-v1
DEMO-007,hydraulic,29,1.706,synthetic-v1
DEMO-007,hydraulic,30,1.727,synthetic-v1
DEMO-007,hydraulic,31,1.744,synthetic-v1
DEMO-007,hydraulic,32,1.768,synthetic-v1
DEMO-007,hydraulic,33,1.808,synthetic-v1
DEMO-007,hydraulic,34,1.865,synthetic-v1
DEMO-007,hydraulic,35,1.93,synthetic-v1
DEMO-007,hydraulic,36,1.994,synthetic-v1
DEMO-007,hydraulic,37,2.044,synthetic-v1
DEMO-007,hydraulic,38,2.076,synthetic-v1
DEMO-007,hydraulic,39,2.096,synthetic-v1
DEMO-007,hydraulic,40,2.113,synthetic-v1
DEMO-007,hydraulic,41,2.139,synthetic-v1
DEMO-007,hydraulic,42,2.182,synthetic-v1
DEMO-007,hydraulic,43,2.24,synthetic-v1
DEMO-007,hydraulic,44,2.307,synthetic-v1
DEMO-007,hydraulic,45,2.369,synthetic-v1
DEMO-007,hydraulic,46,2.416,synthetic-v1
DEMO-007,hydraulic,47,2.446,synthetic-v1
DEMO-007,hydraulic,48,2.465,synthetic-v1
DEMO-007,hydraulic,49,2.482,synthetic-v1
DEMO-007,hydraulic,50,2.511,synthetic-v1
DEMO-007,hydraulic,51,2.556,synthetic-v1
DEMO-007,hydraulic,52,2.617,synthetic-v1
DEMO-007,hydraulic,53,2.683,synthetic-v1
DEMO-007,hydraulic,54,2.743,synthetic-v1
DEMO-007,hydraulic,55,2.788,synthetic-v1
DEMO-007,hydraulic,56,2.816,synthetic-v1
DEMO-007,hydraulic,57,2.834,synthetic-v1
DEMO-007,hydraulic,58,2.852,synthetic-v1
DEMO-007,hydraulic,59,2.883,synthetic-v1
DEMO-007,hydraulic,60,2.931,synthetic-v1
DEMO-007,pack,1,3.484,synthetic-v1
DEMO-007,pack,2,3.527,synthetic-v1
DEMO-007,pack,3,3.536,synthetic-v1
DEMO-007,pack,4,3.54,synthetic-v1
DEMO-007,pack,5,3.566,synthetic-v1
DEMO-007,pack,6,3.635,synthetic-v1
DEMO-007,pack,7,3.743,synthetic-v1
DEMO-007,pack,8,3.869,synthetic-v1
DEMO-007,pack,9,3.985,synthetic-v1
DEMO-007,pack,10,4.064,synthetic-v1
DEMO-007,pack,11,4.101,synthetic-v1
DEMO-007,pack,12,4.107,synthetic-v1
DEMO-007,pack,13,4.112,synthetic-v1
DEMO-007,pack,14,4.145,synthetic-v1
DEMO-007,pack,15,4.219,synthetic-v1
DEMO-007,pack,16,4.332,synthetic-v1
DEMO-007,pack,17,4.459,synthetic-v1
DEMO-007,pack,18,4.57,synthetic-v1
DEMO-007,pack,19,4.643,synthetic-v1
DEMO-007,pack,20,4.674,synthetic-v1
DEMO-007,pack,21,4.678,synthetic-v1
DEMO-007,pack,22,4.686,synthetic-v1
DEMO-007,pack,23,4.724,synthetic-v1
DEMO-007,pack,24,4.805,synthetic-v1
DEMO-007,pack,25,4.922,synthetic-v1
DEMO-007,pack,26,5.048,synthetic-v1
DEMO-007,pack,27,5.155,synthetic-v1
DEMO-007,pack,28,5.221,synthetic-v1
DEMO-007,pack,29,5.246,synthetic-v1
DEMO-007,pack,30,5.249,synthetic-v1
DEMO-007,pack,31,5.26,synthetic-v1
DEMO-007,pack,32,5.304,synthetic-v1
DEMO-007,pack,33,5.392,synthetic-v1
DEMO-007,pack,34,5.512,synthetic-v1
DEMO-007,pack,35,5.637,synthetic-v1
DEMO-007,pack,36,5.739,synthetic-v1
DEMO-007,pack,37,5.798,synthetic-v1
DEMO-007,pack,38,5.818,synthetic-v1
DEMO-007,pack,39,5.82,synthetic-v1
DEMO-007,pack,40,5.835,synthetic-v1
DEMO-007,pack,41,5.885,synthetic-v1
DEMO-007,pack,42,5.979,synthetic-v1
DEMO-007,pack,43,6.102,synthetic-v1
DEMO-007,pack,44,6.225,synthetic-v1
DEMO-007,pack,45,6.321,synthetic-v1
DEMO-007,pack,46,6.374,synthetic-v1
DEMO-007,pack,47,6.39,synthetic-v1
DEMO-007,pack,48,6.392,synthetic-v1
DEMO-007,pack,49,6.41,synthetic-v1
DEMO-007,pack,50,6.468,synthetic-v1
DEMO-007,pack,51,6.567,synthetic-v1
DEMO-007,pack,52,6.692,synthetic-v1
DEMO-007,pack,53,6.813,synthetic-v1
DEMO-007,pack,54,6.903,synthetic-v1
DEMO-007,pack,55,6.949,synthetic-v1
DEMO-007,pack,56,6.961,synthetic-v1
DEMO-007,pack,57,6.964,synthetic-v1
DEMO-007,pack,58,6.987,synthetic-v1
DEMO-007,pack,59,7.051,synthetic-v1
DEMO-007,pack,60,7.156,synthetic-v1
DEMO-007,actuator,1,262.863,synthetic-v1
DEMO-007,actuator,2,264.252,synthetic-v1
DEMO-007,actuator,3,265.635,synthetic-v1
DEMO-007,actuator,4,267.779,synthetic-v1
DEMO-007,actuator,5,271.084,synthetic-v1
DEMO-007,actuator,6,275.387,synthetic-v1
DEMO-007,actuator,7,280.044,synthetic-v1
DEMO-007,actuator,8,284.24,synthetic-v1
DEMO-007,actuator,9,287.383,synthetic-v1
DEMO-007,actuator,10,289.388,synthetic-v1
DEMO-007,actuator,11,290.722,synthetic-v1
DEMO-007,actuator,12,292.177,synthetic-v1
DEMO-007,actuator,13,294.483,synthetic-v1
DEMO-007,actuator,14,297.962,synthetic-v1
DEMO-007,actuator,15,302.368,synthetic-v1
DEMO-007,actuator,16,307.007,synthetic-v1
DEMO-007,actuator,17,311.072,synthetic-v1
DEMO-007,actuator,18,314.035,synthetic-v1
DEMO-007,actuator,19,315.897,synthetic-v1
DEMO-007,actuator,20,317.196,synthetic-v1
DEMO-007,actuator,21,318.738,synthetic-v1
DEMO-007,actuator,22,321.214,synthetic-v1
DEMO-007,actuator,23,324.862,synthetic-v1
DEMO-007,actuator,24,329.355,synthetic-v1
DEMO-007,actuator,25,333.956,synthetic-v1
DEMO-007,actuator,26,337.878,synthetic-v1
DEMO-007,actuator,27,340.66,synthetic-v1
DEMO-007,actuator,28,342.394,synthetic-v1
DEMO-007,actuator,29,343.676,synthetic-v1
DEMO-007,actuator,30,345.322,synthetic-v1
DEMO-007,actuator,31,347.973,synthetic-v1
DEMO-007,actuator,32,351.782,synthetic-v1
DEMO-007,actuator,33,356.344,synthetic-v1
DEMO-007,actuator,34,360.89,synthetic-v1
DEMO-007,actuator,35,364.657,synthetic-v1
DEMO-007,actuator,36,367.262,synthetic-v1
DEMO-007,actuator,37,368.879,synthetic-v1
DEMO-007,actuator,38,370.164,synthetic-v1
DEMO-007,actuator,39,371.93,synthetic-v1
DEMO-007,actuator,40,374.759,synthetic-v1
DEMO-007,actuator,41,378.72,synthetic-v1
DEMO-007,actuator,42,383.333,synthetic-v1
DEMO-007,actuator,43,387.805,synthetic-v1
DEMO-007,actuator,44,391.409,synthetic-v1
DEMO-007,actuator,45,393.839,synthetic-v1
DEMO-007,actuator,46,395.357,synthetic-v1
DEMO-007,actuator,47,396.663,synthetic-v1
DEMO-007,actuator,48,398.562,synthetic-v1
DEMO-007,actuator,49,401.572,synthetic-v1
DEMO-007,actuator,50,405.673,synthetic-v1
DEMO-007,actuator,51,410.319,synthetic-v1
DEMO-007,actuator,52,414.699,synthetic-v1
DEMO-007,actuator,53,418.133,synthetic-v1
DEMO-007,actuator,54,420.396,synthetic-v1
DEMO-007,actuator,55,421.829,synthetic-v1
DEMO-007,actuator,56,423.176,synthetic-v1
DEMO-007,actuator,57,425.221,synthetic-v1
DEMO-007,actuator,58,428.411,synthetic-v1
DEMO-007,actuator,59,432.639,synthetic-v1
DEMO-007,actuator,60,437.298,synthetic-v1
DEMO-008,apu,1,32.127,synthetic-v1
DEMO-008,apu,2,32.588,synthetic-v1
DEMO-008,apu,3,32.924,synthetic-v1
DEMO-008,apu,4,33.142,synthetic-v1
DEMO-008,apu,5,33.304,synthetic-v1
DEMO-008,apu,6,33.502,synthetic-v1
DEMO-008,apu,7,33.809,synthetic-v1
DEMO-008,apu,8,34.245,synthetic-v1
DEMO-008,apu,9,34.769,synthetic-v1
DEMO-008,apu,10,35.296,synthetic-v1
DEMO-008,apu,11,35.74,synthetic-v1
DEMO-008,apu,12,36.057,synthetic-v1
DEMO-008,apu,13,36.26,synthetic-v1
DEMO-008,apu,14,36.422,synthetic-v1
DEMO-008,apu,15,36.633,synthetic-v1
DEMO-008,apu,16,36.959,synthetic-v1
DEMO-008,apu,17,37.413,synthetic-v1
DEMO-008,apu,18,37.943,synthetic-v1
DEMO-008,apu,19,38.462,synthetic-v1
DEMO-008,apu,20,38.889,synthetic-v1
DEMO-008,apu,21,39.186,synthetic-v1
DEMO-008,apu,22,39.378,synthetic-v1
DEMO-008,apu,23,39.542,synthetic-v1
DEMO-008,apu,24,39.766,synthetic-v1
DEMO-008,apu,25,40.113,synthetic-v1
DEMO-008,apu,26,40.582,synthetic-v1
DEMO-008,apu,27,41.117,synthetic-v1
DEMO-008,apu,28,41.627,synthetic-v1
DEMO-008,apu,29,42.035,synthetic-v1
DEMO-008,apu,30,42.313,synthetic-v1
DEMO-008,apu,31,42.495,synthetic-v1
DEMO-008,apu,32,42.662,synthetic-v1
DEMO-008,apu,33,42.903,synthetic-v1
DEMO-008,apu,34,43.269,synthetic-v1
DEMO-008,apu,35,43.754,synthetic-v1
DEMO-008,apu,36,44.29,synthetic-v1
DEMO-008,apu,37,44.789,synthetic-v1
DEMO-008,apu,38,45.178,synthetic-v1
DEMO-008,apu,39,45.438,synthetic-v1
DEMO-008,apu,40,45.612,synthetic-v1
DEMO-008,apu,41,45.785,synthetic-v1
DEMO-008,apu,42,46.042,synthetic-v1
DEMO-008,apu,43,46.429,synthetic-v1
DEMO-008,apu,44,46.926,synthetic-v1
DEMO-008,apu,45,47.463,synthetic-v1
DEMO-008,apu,46,47.949,synthetic-v1
DEMO-008,apu,47,48.318,synthetic-v1
DEMO-008,apu,48,48.561,synthetic-v1
DEMO-008,apu,49,48.729,synthetic-v1
DEMO-008,apu,50,48.909,synthetic-v1
DEMO-008,apu,51,49.185,synthetic-v1
DEMO-008,apu,52,49.591,synthetic-v1
DEMO-008,apu,53,50.099,synthetic-v1
DEMO-008,apu,54,50.634,synthetic-v1
DEMO-008,apu,55,51.106,synthetic-v1
DEMO-008,apu,56,51.455,synthetic-v1
DEMO-008,apu,57,51.682,synthetic-v1
DEMO-008,apu,58,51.846,synthetic-v1
DEMO-008,apu,59,52.036,synthetic-v1
DEMO-008,apu,60,52.33,synthetic-v1
DEMO-008,brakes,1,0.0,synthetic-v1
DEMO-008,brakes,2,0.0,synthetic-v1
DEMO-008,brakes,3,0.0,synthetic-v1
DEMO-008,brakes,4,0.0,synthetic-v1
DEMO-008,brakes,5,0.0,synthetic-v1
DEMO-008,brakes,6,0.034,synthetic-v1
DEMO-008,brakes,7,0.17,synthetic-v1
DEMO-008,brakes,8,0.336,synthetic-v1
DEMO-008,brakes,9,0.496,synthetic-v1
DEMO-008,brakes,10,0.618,synthetic-v1
DEMO-008,brakes,11,0.687,synthetic-v1
DEMO-008,brakes,12,0.716,synthetic-v1
DEMO-008,brakes,13,0.735,synthetic-v1
DEMO-008,brakes,14,0.78,synthetic-v1
DEMO-008,brakes,15,0.874,synthetic-v1
DEMO-008,brakes,16,1.017,synthetic-v1
DEMO-008,brakes,17,1.185,synthetic-v1
DEMO-008,brakes,18,1.341,synthetic-v1
DEMO-008,brakes,19,1.455,synthetic-v1
DEMO-008,brakes,20,1.517,synthetic-v1
DEMO-008,brakes,21,1.542,synthetic-v1
DEMO-008,brakes,22,1.562,synthetic-v1
DEMO-008,brakes,23,1.614,synthetic-v1
DEMO-008,brakes,24,1.716,synthetic-v1
DEMO-008,brakes,25,1.865,synthetic-v1
DEMO-008,brakes,26,2.033,synthetic-v1
DEMO-008,brakes,27,2.184,synthetic-v1
DEMO-008,brakes,28,2.29,synthetic-v1
DEMO-008,brakes,29,2.345,synthetic-v1
DEMO-008,brakes,30,2.367,synthetic-v1
DEMO-008,brakes,31,2.391,synthetic-v1
DEMO-008,brakes,32,2.449,synthetic-v1
DEMO-008,brakes,33,2.559,synthetic-v1
DEMO-008,brakes,34,2.713,synthetic-v1
DEMO-008,brakes,35,2.88,synthetic-v1
DEMO-008,brakes,36,3.026,synthetic-v1
DEMO-008,brakes,37,3.125,synthetic-v1
DEMO-008,brakes,38,3.173,synthetic-v1
DEMO-008,brakes,39,3.193,synthetic-v1
DEMO-008,brakes,40,3.219,synthetic-v1
DEMO-008,brakes,41,3.285,synthetic-v1
DEMO-008,brakes,42,3.403,synthetic-v1
DEMO-008,brakes,43,3.561,synthetic-v1
DEMO-008,brakes,44,3.728,synthetic-v1
DEMO-008,brakes,45,3.868,synthetic-v1
DEMO-008,brakes,46,3.958,synthetic-v1
DEMO-008,brakes,47,4.0,synthetic-v1
DEMO-008,brakes,48,4.018,synthetic-v1
DEMO-008,brakes,49,4.049,synthetic-v1
DEMO-008,brakes,50,4.122,synthetic-v1
DEMO-008,brakes,51,4.248,synthetic-v1
DEMO-008,brakes,52,4.409,synthetic-v1
DEMO-008,brakes,53,4.574,synthetic-v1
DEMO-008,brakes,54,4.708,synthetic-v1
DEMO-008,brakes,55,4.79,synthetic-v1
DEMO-008,brakes,56,4.826,synthetic-v1
DEMO-008,brakes,57,4.844,synthetic-v1
DEMO-008,brakes,58,4.88,synthetic-v1
DEMO-008,brakes,59,4.961,synthetic-v1
DEMO-008,brakes,60,5.093,synthetic-v1
DEMO-008,hydraulic,1,1.0,synthetic-v1
DEMO-008,hydraulic,2,1.0,synthetic-v1
DEMO-008,hydraulic,3,1.0,synthetic-v1
DEMO-008,hydraulic,4,1.0,synthetic-v1
DEMO-008,hydraulic,5,1.0,synthetic-v1
DEMO-008,hydraulic,6,1.0,synthetic-v1
DEMO-008,hydraulic,7,1.027,synthetic-v1
DEMO-008,hydraulic,8,1.1,synthetic-v1
DEMO-008,hydraulic,9,1.165,synthetic-v1
DEMO-008,hydraulic,10,1.213,synthetic-v1
DEMO-008,hydraulic,11,1.245,synthetic-v1
DEMO-008,hydraulic,12,1.27,synthetic-v1
DEMO-008,hydraulic,13,1.298,synthetic-v1
DEMO-008,hydraulic,14,1.341,synthetic-v1
DEMO-008,hydraulic,15,1.401,synthetic-v1
DEMO-008,hydraulic,16,1.473,synthetic-v1
